translation,book,chapter,verse,text
NIV2011,6,19,50,Also known as <em>Timnath Heres </em>(see <a href='/NIV2011/7/2/9'>Judges 2:9</a>)
NIV2011,6,22,20,"The Hebrew term refers to the irrevocable giving over of things or persons to the LORD, often by totally destroying them."
NIV2011,6,24,6,Or <em>charioteers</em>
NIV2011,6,24,6,Or <em>the Sea of Reeds</em>
NIV2011,6,24,30,Also known as <em>Timnath Heres </em>(see <a href='/NIV2011/7/2/9'>Judges 2:9</a>)
NIV2011,6,24,32,Hebrew <em>hundred kesitahs</em>; a kesitah was a unit of money of unknown weight and value.
NIV2011,7,1,14,"Hebrew; Septuagint and Vulgate <em>Othniel, he urged her</em>"
NIV2011,7,1,16,"That is, Jericho"
NIV2011,7,1,17,"The Hebrew term refers to the irrevocable giving over of things or persons to the LORD, often by totally destroying them."
NIV2011,7,1,17,<em>Hormah </em>means <em>destruction.</em>
NIV2011,7,1,18,Hebrew; Septuagint <em>Judah did not take</em>
NIV2011,7,2,5,<em>Bokim </em>means <em>weepers.</em>
NIV2011,7,2,9,Also known as <em>Timnath Serah </em>(see <a href='/NIV2011/6/19/50'>Joshua 19:50</a> and 24:30)
NIV2011,7,2,16,Or <em>leaders</em>; similarly in verses 17-19
NIV2011,7,3,8,"That is, Northwest Mesopotamia"
NIV2011,7,3,10,Or <em>leader</em>
NIV2011,7,3,13,"That is, Jericho"
NIV2011,7,3,16,"That is, about 18 inches or about 45 centimeters"
NIV2011,7,3,20,The meaning of the Hebrew for this word is uncertain; also in verse 24.
NIV2011,7,3,23,The meaning of the Hebrew for this word is uncertain.
NIV2011,7,4,4,Traditionally <em>judging</em>
NIV2011,7,4,11,Or <em>father-in-law</em>
NIV2011,7,5,3,Or <em>of</em>
NIV2011,7,5,11,The meaning of the Hebrew for this word is uncertain.
NIV2011,7,5,14,The meaning of the Hebrew for this word is uncertain.
NIV2011,7,5,16,Or <em>the campfires</em>; or <em>the saddlebags</em>
NIV2011,7,6,19,"That is, probably about 36 pounds or about 16 kilograms"
NIV2011,7,6,25,"Or <em>Take a full-grown, mature bull from your father’s herd</em>"
NIV2011,7,6,25,"That is, a wooden symbol of the goddess Asherah; also in verses 26, 28 and 30"
NIV2011,7,6,26,Or <em>build with layers of stone an</em>
NIV2011,7,6,26,Or <em>full-grown</em>; also in verse 28
NIV2011,7,6,32,<em>Jerub-Baal </em>probably means <em>let Baal contend</em><em>.</em>
NIV2011,7,8,8,"Hebrew <em>Penuel, </em>a variant of <em>Peniel</em>; also in verses 9 and 17"
NIV2011,7,8,26,"That is, about 43 pounds or about 20 kilograms"
NIV2011,7,9,4,"That is, about 1 3/4 pounds or about 800 grams"
NIV2011,7,9,29,"Septuagint; Hebrew <em>him.” Then he said to Abimelek, “Call out your whole army!”</em>"
NIV2011,7,9,37,The Hebrew for this phrase means <em>the navel of the earth.</em>
NIV2011,7,9,39,Or <em>Gaal went out in the sight of</em>
NIV2011,7,10,2,Traditionally <em>judged</em>; also in verse 3
NIV2011,7,10,4,Or <em>called the settlements of Jair</em>
NIV2011,7,10,12,Hebrew; some Septuagint manuscripts <em>Midianites</em>
NIV2011,7,11,16,Or <em>the Sea of Reeds</em>
NIV2011,7,11,20,"Or <em>however, would not make an agreement for Israel</em>"
NIV2011,7,12,7,Traditionally <em>judged</em>; also in verses 8-14
NIV2011,7,13,18,Or <em>is wonderful</em>
NIV2011,7,14,15,Some Septuagint manuscripts and Syriac; Hebrew <em>seventh</em>
NIV2011,7,15,16,Or <em>made a heap or two</em>; the Hebrew for <em>donkey </em>sounds like the Hebrew for <em>heap.</em>
NIV2011,7,15,17,<em>Ramath Lehi </em>means <em>jawbone </em><em>hill.</em>
NIV2011,7,15,19,<em>En Hakkore </em>means <em>caller’s </em><em>spring</em><em>.</em>
NIV2011,7,15,20,Traditionally <em>judged</em>
NIV2011,7,16,5,"That is, about 28 pounds or about 13 kilograms"
NIV2011,7,16,13,"Some Septuagint manuscripts; Hebrew <em>replied, “I can if you weave the seven braids of my head into the fabric on the loom.” </em>14 <em>So she</em>"
NIV2011,7,16,19,Hebrew; some Septuagint manuscripts <em>and he began to weaken</em>
NIV2011,7,16,31,Traditionally <em>judged</em>
NIV2011,7,17,2,"That is, about 28 pounds or about 13 kilograms"
NIV2011,7,17,4,"That is, about 5 pounds or about 2.3 kilograms"
NIV2011,7,17,8,Or <em>To carry on his profession</em>
NIV2011,7,17,10,"That is, about 4 ounces or about 115 grams"
NIV2011,7,18,7,The meaning of the Hebrew for this clause is uncertain.
NIV2011,7,18,7,Hebrew; some Septuagint manuscripts <em>with the Arameans</em>
NIV2011,7,18,12,<em>Mahaneh Dan </em>means <em>Dan’s camp.</em>
NIV2011,7,18,30,"Many Hebrew manuscripts, some Septuagint manuscripts and Vulgate; many other Hebrew manuscripts and some other Septuagint manuscripts <em>Manasseh</em>"
NIV2011,7,19,18,"Hebrew, Vulgate, Syriac and Targum; Septuagint <em>going home</em>"
NIV2011,7,20,10,"One Hebrew manuscript; most Hebrew manuscripts <em>Geba, </em>a variant of <em>Gibeah</em>"
NIV2011,7,20,18,Or <em>to the house of God</em>; also in verse 26
NIV2011,7,20,33,Some Septuagint manuscripts and Vulgate; the meaning of the Hebrew for this word is uncertain.
NIV2011,7,20,33,"Hebrew <em>Geba, </em>a variant of <em>Gibeah</em>"
NIV2011,7,20,43,The meaning of the Hebrew for this word is uncertain.
NIV2011,7,21,2,Or <em>to the house of God</em>
NIV2011,8,1,1,Traditionally <em>judged</em>
NIV2011,8,1,20,<em>Naomi </em>means <em>pleasant.</em>
NIV2011,8,1,20,<em>Mara </em>means <em>bitter</em><em>.</em>
NIV2011,8,1,20,Hebrew <em>Shaddai</em>; also in verse 21
NIV2011,8,1,21,Or <em>has testified against</em>
NIV2011,8,2,17,"That is, probably about 30 pounds or about 13 kilograms"
NIV2011,8,2,20,The Hebrew word for <em>guardian-redeemer </em>is a legal term for one who has the obligation to redeem a relative in serious difficulty (see <a href='/NIV2011/3/25/25-55'>Lev. 25:25-55</a>).
NIV2011,8,3,1,Hebrew <em>find rest </em>(see <a href='/NIV2011/8/1/9'>1:9</a>).
NIV2011,8,3,9,The Hebrew word for <em>guardian-redeemer </em>is a legal term for one who has the obligation to redeem a relative in serious difficulty (see <a href='/NIV2011/3/25/25-55'>Lev. 25:25-55</a>); also in verses 12 and 13.
NIV2011,8,3,15,"Most Hebrew manuscripts; many Hebrew manuscripts, Vulgate and Syriac <em>she</em>"
NIV2011,8,4,1,"The Hebrew word for <em>guardian-redeemer </em>is a legal term for one who has the obligation to redeem a relative in serious difficulty (see <a href='/NIV2011/3/25/25-55'>Lev. 25:25-55</a>); also in verses 3, 6, 8 and 14."
NIV2011,8,4,4,"Many Hebrew manuscripts, Septuagint, Vulgate and Syriac; most Hebrew manuscripts <em>he</em>"
NIV2011,8,4,5,"Vulgate and Syriac; Hebrew (see also Septuagint) <em>Naomi and from Ruth the Moabite, you acquire the</em>"
NIV2011,8,4,20,"A few Hebrew manuscripts, some Septuagint manuscripts and Vulgate (see also verse 21 and Septuagint of <a href='/NIV2011/13/2/11'>1 Chron. 2:11</a>); most Hebrew manuscripts <em>Salma</em>"
NIV2011,9,1,1,"See Septuagint and <a href='/NIV2011/13/6/26-27'>1 Chron. 6:26-27</a>,<a href='/NIV2011/13/6/33-35'>33-35</a>; or <em>from Ramathaim Zuphim.</em>"
NIV2011,9,1,20,<em>Samuel </em>sounds like the Hebrew for <em>heard by God.</em>
NIV2011,9,1,22,Masoretic Text; Dead Sea Scrolls <em>always. I have dedicated him as a Nazirite—all the days of his life.”</em>
NIV2011,9,1,23,"Masoretic Text; Dead Sea Scrolls, Septuagint and Syriac <em>your</em>"
NIV2011,9,1,24,"Dead Sea Scrolls, Septuagint and Syriac; Masoretic Text <em>with three bulls</em>"
NIV2011,9,1,24,"That is, probably about 36 pounds or about 16 kilograms"
NIV2011,9,2,1,<em>Horn </em>here symbolizes strength; also in verse 10.
NIV2011,9,2,17,Dead Sea Scrolls and Septuagint; Masoretic Text <em>people</em>
NIV2011,9,2,20,Dead Sea Scrolls; Masoretic Text <em>and asked from</em>
NIV2011,9,2,25,Or <em>the judges</em>
NIV2011,9,2,29,The Hebrew is plural.
NIV2011,9,3,13,An ancient Hebrew scribal tradition (see also Septuagint); Masoretic Text <em>sons made themselves contemptible</em>
NIV2011,9,4,7,Or <em>“Gods have </em>(see Septuagint)
NIV2011,9,4,18,Traditionally <em>judged</em>
NIV2011,9,4,21,<em>Ichabod </em>means <em>no </em><em>glory</em><em>.</em>
NIV2011,9,5,6,"Hebrew; Septuagint and Vulgate <em>tumors. And rats appeared in their land, and there was death and destruction throughout the city</em>"
NIV2011,9,5,9,Or <em>with tumors in the groin </em>(see Septuagint)
NIV2011,9,5,11,Or <em>he</em>
NIV2011,9,6,19,"A few Hebrew manuscripts; most Hebrew manuscripts and Septuagint <em>50,070</em>"
NIV2011,9,7,6,Traditionally <em>judge</em>; also in verse 15
NIV2011,9,7,12,<em>Ebenezer </em>means <em>stone of help.</em>
NIV2011,9,8,1,Traditionally <em>judges</em>
NIV2011,9,8,5,Traditionally <em>judge</em>; also in verses 6 and 20
NIV2011,9,8,16,Septuagint; Hebrew <em>young men</em>
NIV2011,9,9,8,"That is, about 1/10 ounce or about 3 grams"
NIV2011,9,10,1,Hebrew; Septuagint and Vulgate <em>over his people Israel? You will reign over the LORD’s people and save them from the power of their enemies round about. And this will be a sign to you that the LORD has anointed you ruler over his inheritance:</em>
NIV2011,9,11,1,"Masoretic Text; Dead Sea Scrolls <em>gifts. Now Nahash king of the Ammonites oppressed the Gadites and Reubenites severely. He gouged out all their right eyes and struck terror and dread in Israel. Not a man remained among the Israelites beyond the Jordan whose right eye was not gouged out by Nahash king of the Ammonites, except that seven thousand men fled from the Ammonites and entered Jabesh Gilead. About a month later, </em>1 <em>Nahash</em>"
NIV2011,9,12,11,Also called <em>Gideon</em>
NIV2011,9,12,11,Some Septuagint manuscripts and Syriac; Hebrew <em>Bedan</em>
NIV2011,9,12,11,Hebrew; some Septuagint manuscripts and Syriac <em>Samson</em>
NIV2011,9,13,1,A few late manuscripts of the Septuagint; Hebrew does not have <em>thirty</em><em>.</em>
NIV2011,9,13,1,Probable reading of the original Hebrew text (see <a href='/NIV2011/44/13/21'>Acts 13:21</a>); Masoretic Text does not have <em>forty-</em>.
NIV2011,9,13,5,Some Septuagint manuscripts and Syriac; Hebrew <em>thirty thousand</em>
NIV2011,9,13,15,"Hebrew; Septuagint <em>Gilgal and went his way; the rest of the people went after Saul to meet the army, and they went out of Gilgal</em>"
NIV2011,9,13,16,"Two Hebrew manuscripts; most Hebrew manuscripts <em>Geba, </em>a variant of <em>Gibeah</em>"
NIV2011,9,13,20,Septuagint; Hebrew <em>plow points</em>
NIV2011,9,13,21,"That is, about 1/4 ounce or about 8 grams"
NIV2011,9,13,21,"That is, about 1/8 ounce or about 4 grams"
NIV2011,9,14,15,Or <em>a terrible panic</em>
NIV2011,9,14,18,Hebrew; Septuagint <em>“Bring the ephod.” (At that time he wore the ephod before the Israelites.)</em>
NIV2011,9,14,27,Or <em>his strength was renewed</em>; similarly in verse 29
NIV2011,9,14,41,Septuagint; Hebrew does not have <em>“Why… at fault</em><em>.</em>
NIV2011,9,14,47,Masoretic Text; Dead Sea Scrolls and Septuagint <em>king</em>
NIV2011,9,14,47,Hebrew; Septuagint <em>he was victorious</em>
NIV2011,9,15,3,"The Hebrew term refers to the irrevocable giving over of things or persons to the LORD, often by totally destroying them; also in verses 8, 9, 15, 18, 20 and 21."
NIV2011,9,15,9,Or <em>the grown bulls</em>; the meaning of the Hebrew for this phrase is uncertain.
NIV2011,9,15,32,The meaning of the Hebrew for this phrase is uncertain.
NIV2011,9,16,14,"Or <em>and a harmful</em>; similarly in verses 15, 16 and 23"
NIV2011,9,17,4,"That is, about 9 feet 9 inches or about 3 meters"
NIV2011,9,17,5,"That is, about 125 pounds or about 58 kilograms"
NIV2011,9,17,7,"That is, about 15 pounds or about 6.9 kilograms"
NIV2011,9,17,17,"That is, probably about 36 pounds or about 16 kilograms"
NIV2011,9,17,18,Or <em>some token</em>; or <em>some pledge of spoils</em>
NIV2011,9,17,52,Some Septuagint manuscripts; Hebrew <em>of a valley</em>
NIV2011,9,18,10,Or <em>a harmful</em>
NIV2011,9,18,19,"Or <em>However,</em>"
NIV2011,9,19,9,Or <em>But a harmful</em>
NIV2011,9,20,25,Septuagint; Hebrew <em>wall. Jonathan arose</em>
NIV2011,9,20,42,In Hebrew texts this sentence (<a href='/NIV2011/9/20/42'>20:42b</a>) is numbered 21:1.
NIV2011,9,21,1,In Hebrew texts 21:1-15 is numbered 21:2-16.
NIV2011,9,21,5,Or <em>from us in the past few days since</em>
NIV2011,9,23,15,Or <em>he was afraid because</em>
NIV2011,9,23,28,<em>Sela Hammahlekoth </em>means <em>rock of parting.</em>
NIV2011,9,23,29,In Hebrew texts this verse (<a href='/NIV2011/9/23/29'>23:29</a>) is numbered 24:1.
NIV2011,9,24,1,In Hebrew texts 24:1-22 is numbered 24:22-23.
NIV2011,9,24,4,Or <em>“Today the LORD is saying</em>
NIV2011,9,25,1,Hebrew and some Septuagint manuscripts; other Septuagint manuscripts <em>Maon</em>
NIV2011,9,25,18,"That is, probably about 60 pounds or about 27 kilograms"
NIV2011,9,25,22,Some Septuagint manuscripts; Hebrew <em>with David’s enemies</em>
NIV2011,9,25,44,"Hebrew <em>Palti</em>, a variant of <em>Paltiel</em>"
NIV2011,9,28,13,Or <em>see spirits</em>; or <em>see gods</em>
NIV2011,10,1,19,<em>Gazelle </em>here symbolizes a human dignitary.
NIV2011,10,1,21,Or <em>/ nor fields that yield grain for offerings</em>
NIV2011,10,2,16,<em>Helkath Hazzurim </em>means <em>field of daggers </em>or <em>field of hostilities.</em>
NIV2011,10,2,29,See Septuagint; the meaning of the Hebrew for this phrase is uncertain.
NIV2011,10,3,29,The Hebrew for <em>leprosy </em>was used for various diseases affecting the skin.
NIV2011,10,5,8,Or <em>are hated by David</em>
NIV2011,10,5,9,Or <em>the Millo</em>
NIV2011,10,5,20,<em>Baal Perazim </em>means <em>the lord who breaks out.</em>
NIV2011,10,5,25,Septuagint (see also <a href='/NIV2011/13/14/16'>1 Chron. 14:16</a>); Hebrew <em>Geba</em>
NIV2011,10,6,2,"That is, Kiriath Jearim (see <a href='/NIV2011/13/13/6'>1 Chron. 13:6</a>)"
NIV2011,10,6,2,Hebrew; Septuagint and Vulgate do not have <em>the Name.</em>
NIV2011,10,6,3,"Dead Sea Scrolls and some Septuagint manuscripts; Masoretic Text <em>cart </em>4 <em>and they brought it with the ark of God from the house of Abinadab, which was on the hill</em>"
NIV2011,10,6,5,Masoretic Text; Dead Sea Scrolls and Septuagint (see also <a href='/NIV2011/13/13/8'>1 Chron. 13:8</a>) <em>songs</em>
NIV2011,10,6,8,<em>Perez Uzzah </em>means <em>outbreak against Uzzah.</em>
NIV2011,10,7,11,Traditionally <em>judges</em>
NIV2011,10,7,16,Some Hebrew manuscripts and Septuagint; most Hebrew manuscripts <em>you</em>
NIV2011,10,7,19,Or <em>for the human race</em>
NIV2011,10,7,23,"See Septuagint and <a href='/NIV2011/13/17/21'>1 Chron. 17:21</a>; Hebrew <em>wonders for your land and before your people, whom you redeemed from Egypt, from the nations and their gods.</em>"
NIV2011,10,8,3,Or <em>his control along</em>
NIV2011,10,8,4,Septuagint (see also Dead Sea Scrolls and <a href='/NIV2011/13/18/4'>1 Chron. 18:4</a>); Masoretic Text <em>captured seventeen hundred of his charioteers</em>
NIV2011,10,8,8,See some Septuagint manuscripts (see also <a href='/NIV2011/13/18/8'>1 Chron. 18:8</a>); Hebrew <em>Betah.</em>
NIV2011,10,8,9,"Hebrew <em>Toi</em>, a variant of <em>Tou</em>; also in verse 10"
NIV2011,10,8,10,A variant of <em>Hadoram</em>
NIV2011,10,8,12,"Some Hebrew manuscripts, Septuagint and Syriac (see also <a href='/NIV2011/13/18/11'>1 Chron. 18:11</a>); most Hebrew manuscripts <em>Aram</em>"
NIV2011,10,8,13,"A few Hebrew manuscripts, Septuagint and Syriac (see also <a href='/NIV2011/13/18/12'>1 Chron. 18:12</a>); most Hebrew manuscripts <em>Aram </em>(that is, Arameans)"
NIV2011,10,8,18,Or <em>were chief officials </em>(see Septuagint and Targum; see also <a href='/NIV2011/13/18/17'>1 Chron. 18:17</a>)
NIV2011,10,9,11,Septuagint; Hebrew <em>my</em>
NIV2011,10,10,18,Some Septuagint manuscripts (see also <a href='/NIV2011/13/19/18'>1 Chron. 19:18</a>); Hebrew <em>horsemen</em>
NIV2011,10,11,11,Or <em>staying at Sukkoth</em>
NIV2011,10,11,21,"Also known as <em>Jerub-Baal </em>(that is, Gideon)"
NIV2011,10,12,14,An ancient Hebrew scribal tradition; Masoretic Text <em>for the enemies of</em>
NIV2011,10,12,16,Dead Sea Scrolls and Septuagint; Masoretic Text does not have <em>in sackcloth</em>.
NIV2011,10,12,25,<em>Jedidiah </em>means <em>loved </em><em>by the </em><em>LORD.</em>
NIV2011,10,12,30,"Or <em>from Milkom’s </em>(that is, Molek’s)"
NIV2011,10,12,30,"That is, about 75 pounds or about 34 kilograms"
NIV2011,10,12,31,The meaning of the Hebrew for this clause is uncertain.
NIV2011,10,13,18,The meaning of the Hebrew for this word is uncertain; also in verse 19.
NIV2011,10,13,34,Septuagint; Hebrew does not have this sentence.
NIV2011,10,14,4,"Many Hebrew manuscripts, Septuagint, Vulgate and Syriac; most Hebrew manuscripts <em>spoke</em>"
NIV2011,10,14,26,"That is, about 5 pounds or about 2.3 kilograms"
NIV2011,10,15,7,"Some Septuagint manuscripts, Syriac and Josephus; Hebrew <em>forty</em>"
NIV2011,10,15,8,Some Septuagint manuscripts; Hebrew does not have <em>in Hebron.</em>
NIV2011,10,15,20,Septuagint; Hebrew <em>May kindness and faithfulness be with you</em>
NIV2011,10,17,1,Or <em>Let me</em>
NIV2011,10,17,9,Or <em>When some of the men fall at the first attack</em>
NIV2011,10,17,20,Or <em>“They passed by the sheep pen toward the water.”</em>
NIV2011,10,17,25,"Hebrew <em>Ithra</em>, a variant of <em>Jether</em>"
NIV2011,10,17,25,Some Septuagint manuscripts (see also <a href='/NIV2011/13/2/17'>1 Chron. 2:17</a>); Hebrew and other Septuagint manuscripts <em>Israelite</em>
NIV2011,10,17,25,"Hebrew <em>Abigal</em>, a variant of <em>Abigail</em>"
NIV2011,10,17,28,"Most Septuagint manuscripts and Syriac; Hebrew <em>lentils, and roasted grain</em>"
NIV2011,10,18,3,"Two Hebrew manuscripts, some Septuagint manuscripts and Vulgate; most Hebrew manuscripts <em>care; for now there are ten thousand like us</em>"
NIV2011,10,18,11,"That is, about 4 ounces or about 115 grams"
NIV2011,10,18,12,"That is, about 25 pounds or about 12 kilograms"
NIV2011,10,18,12,"A few Hebrew manuscripts, Septuagint, Vulgate and Syriac; most Hebrew manuscripts may be translated <em>Absalom, whoever you may be.</em>"
NIV2011,10,18,13,"Or <em>Otherwise, if I had acted treacherously toward him</em>"
NIV2011,10,18,23,"That is, the plain of the Jordan"
NIV2011,10,18,33,In Hebrew texts this verse (<a href='/NIV2011/10/18/33'>18:33</a>) is numbered 19:1.
NIV2011,10,19,1,In Hebrew texts 19:1-43 is numbered 19:2-44.
NIV2011,10,20,6,Or <em>and do us serious injury</em>
NIV2011,10,20,14,See Septuagint and Vulgate; Hebrew <em>Berites.</em>
NIV2011,10,20,24,Some Septuagint manuscripts (see also <a href='/NIV2011/11/4/6'>1 Kings 4:6</a> and 5:14); Hebrew <em>Adoram</em>
NIV2011,10,20,26,Hebrew; some Septuagint manuscripts and Syriac (see also 23:38) <em>Ithrite</em>
NIV2011,10,21,8,"Two Hebrew manuscripts, some Septuagint manuscripts and Syriac (see also <a href='/NIV2011/9/18/19'>1 Samuel 18:19</a>); most Hebrew and Septuagint manuscripts <em>Michal</em>"
NIV2011,10,21,16,"That is, about 7 1/2 pounds or about 3.5 kilograms"
NIV2011,10,21,19,See <a href='/NIV2011/13/20/5'>1 Chron. 20:5</a>; Hebrew <em>Jaare-Oregim.</em>
NIV2011,10,21,19,See <a href='/NIV2011/13/20/5'>1 Chron. 20:5</a>; Hebrew does not have <em>the brother of</em>.
NIV2011,10,22,3,Or <em>sovereign</em>
NIV2011,10,22,3,<em>Horn </em>here symbolizes strength.
NIV2011,10,22,8,Hebrew; Vulgate and Syriac (see also <a href='/NIV2011/19/18/7'>Psalm 18:7</a>) <em>mountains</em>
NIV2011,10,22,11,Many Hebrew manuscripts (see also <a href='/NIV2011/19/18/10'>Psalm 18:10</a>); most Hebrew manuscripts <em>appeared</em>
NIV2011,10,22,12,Septuagint (see also <a href='/NIV2011/19/18/11'>Psalm 18:11</a>); Hebrew <em>massed</em>
NIV2011,10,22,25,Hebrew; Septuagint and Vulgate (see also <a href='/NIV2011/19/18/24'>Psalm 18:24</a>) <em>to the cleanness of my hands</em>
NIV2011,10,22,30,Or <em>can run through a barricade</em>
NIV2011,10,22,33,"Dead Sea Scrolls, some Septuagint manuscripts, Vulgate and Syriac (see also <a href='/NIV2011/19/18/32'>Psalm 18:32</a>); Masoretic Text <em>who is my strong refuge</em>"
NIV2011,10,22,36,Dead Sea Scrolls; Masoretic Text <em>shield; / you stoop down to make</em>
NIV2011,10,22,46,Some Septuagint manuscripts and Vulgate (see also <a href='/NIV2011/19/18/45'>Psalm 18:45</a>); Masoretic Text <em>they arm themselves</em>
NIV2011,10,23,8,"Hebrew; some Septuagint manuscripts suggest <em>Ish-Bosheth, </em>that is, <em>Esh-Baal </em>(see also <a href='/NIV2011/13/11/11'>1 Chron. 11:11</a> <em>Jashobeam</em>)."
NIV2011,10,23,8,Probably a variant of <em>Hakmonite </em>(see <a href='/NIV2011/13/11/11'>1 Chron. 11:11</a>)
NIV2011,10,23,8,Some Septuagint manuscripts (see also <a href='/NIV2011/13/11/11'>1 Chron. 11:11</a>); Hebrew and other Septuagint manuscripts <em>Three; it was Adino the Eznite who killed eight hundred men</em>
NIV2011,10,23,9,See <a href='/NIV2011/13/11/13'>1 Chron. 11:13</a>; Hebrew <em>gathered there.</em>
NIV2011,10,23,18,Most Hebrew manuscripts (see also <a href='/NIV2011/13/11/20'>1 Chron. 11:20</a>); two Hebrew manuscripts and Syriac <em>Thirty</em>
NIV2011,10,23,27,Some Septuagint manuscripts (see also 21:18; <a href='/NIV2011/13/11/29'>1 Chron. 11:29</a>); Hebrew <em>Mebunnai</em>
NIV2011,10,23,29,Some Hebrew manuscripts and Vulgate (see also <a href='/NIV2011/13/11/30'>1 Chron. 11:30</a>); most Hebrew manuscripts <em>Heleb</em>
NIV2011,10,23,30,Hebrew; some Septuagint manuscripts (see also <a href='/NIV2011/13/11/32'>1 Chron. 11:32</a>) <em>Hurai</em>
NIV2011,10,23,33,Some Septuagint manuscripts (see also <a href='/NIV2011/13/11/34'>1 Chron. 11:34</a>); Hebrew does not have <em>son of</em><em>.</em>
NIV2011,10,23,33,Hebrew; some Septuagint manuscripts (see also <a href='/NIV2011/13/11/35'>1 Chron. 11:35</a>) <em>Sakar</em>
NIV2011,10,23,36,Some Septuagint manuscripts (see also <a href='/NIV2011/13/11/38'>1 Chron. 11:38</a>); Hebrew <em>Haggadi</em>
NIV2011,10,24,2,Septuagint (see also verse 4 and <a href='/NIV2011/13/21/2'>1 Chron. 21:2</a>); Hebrew <em>Joab the army commander</em>
NIV2011,10,24,13,Septuagint (see also <a href='/NIV2011/13/21/12'>1 Chron. 21:12</a>); Hebrew <em>seven</em>
NIV2011,10,24,17,Dead Sea Scrolls and Septuagint; Masoretic Text does not have <em>the shepherd</em>.
NIV2011,10,24,23,Some Hebrew manuscripts and Septuagint; most Hebrew manuscripts <em>King Araunah</em>
NIV2011,10,24,24,"That is, about 1 1/4 pounds or about 575 grams"
NIV2011,11,1,5,Or <em>charioteers</em>
NIV2011,11,4,22,"That is, probably about 5 1/2 tons or about 5 metric tons"
NIV2011,11,4,22,"That is, probably about 11 tons or about 10 metric tons"
NIV2011,11,4,26,Some Septuagint manuscripts (see also <a href='/NIV2011/14/9/25'>2 Chron. 9:25</a>); Hebrew <em>forty</em>
NIV2011,11,4,26,Or <em>charioteers</em>
NIV2011,11,4,34,In Hebrew texts 4:21-34 is numbered 5:1-14.
NIV2011,11,5,1,In Hebrew texts 5:1-18 is numbered 5:15-32.
NIV2011,11,5,11,"That is, probably about 3,600 tons or about 3,250 metric tons"
NIV2011,11,5,11,Septuagint (see also <a href='/NIV2011/14/2/10'>2 Chron. 2:10</a>); Hebrew <em>twenty cors</em>
NIV2011,11,5,11,"That is, about 120,000 gallons or about 440,000 liters"
NIV2011,11,5,16,"Hebrew; some Septuagint manuscripts (see also <a href='/NIV2011/14/2/2'>2 Chron. 2:2</a>,<a href='/NIV2011/14/2/18'>18</a>) <em>thirty-six hundred</em>"
NIV2011,11,6,1,Hebrew; Septuagint <em>four hundred and fortieth</em>
NIV2011,11,6,2,"That is, about 90 feet long, 30 feet wide and 45 feet high or about 27 meters long, 9 meters wide and 14 meters high"
NIV2011,11,6,3,"That is, about 30 feet or about 9 meters; also in verses 16 and 20"
NIV2011,11,6,3,"That is, about 15 feet or about 4.5 meters; also in verses 23-26"
NIV2011,11,6,6,"That is, about 7 1/2 feet or about 2.3 meters; also in verses 10 and 24"
NIV2011,11,6,6,"That is, about 9 feet or about 2.7 meters"
NIV2011,11,6,6,"That is, about 11 feet or about 3.2 meters"
NIV2011,11,6,8,Septuagint; Hebrew <em>middle</em>
NIV2011,11,6,17,"That is, about 60 feet or about 18 meters"
NIV2011,11,7,2,"That is, about 150 feet long, 75 feet wide and 45 feet high or about 45 meters long, 23 meters wide and 14 meters high"
NIV2011,11,7,5,The meaning of the Hebrew for this verse is uncertain.
NIV2011,11,7,6,"That is, about 75 feet long and 45 feet wide or about 23 meters long and 14 meters wide"
NIV2011,11,7,7,Vulgate and Syriac; Hebrew <em>floor</em>
NIV2011,11,7,10,"That is, about 15 feet or about 4.5 meters; also in verse 23"
NIV2011,11,7,10,"That is, about 12 feet or about 3.6 meters"
NIV2011,11,7,13,"Hebrew <em>Hiram, </em>a variant of <em>Huram</em>; also in verses 40 and 45"
NIV2011,11,7,15,"That is, about 27 feet high and 18 feet in circumference or about 8.1 meters high and 5.4 meters in circumference"
NIV2011,11,7,16,"That is, about 7 1/2 feet or about 2.3 meters; also in verse 23"
NIV2011,11,7,18,"Two Hebrew manuscripts and Septuagint; most Hebrew manuscripts <em>made the pillars, and there were two rows</em>"
NIV2011,11,7,18,Many Hebrew manuscripts and Syriac; most Hebrew manuscripts <em>pomegranates</em>
NIV2011,11,7,19,"That is, about 6 feet or about 1.8 meters; also in verse 38"
NIV2011,11,7,21,<em>Jakin </em>probably means <em>he establishes.</em>
NIV2011,11,7,21,<em>Boaz </em>probably means <em>in him is strength.</em>
NIV2011,11,7,23,"That is, about 45 feet or about 14 meters"
NIV2011,11,7,26,"That is, about 3 inches or about 7.5 centimeters"
NIV2011,11,7,26,"That is, about 12,000 gallons or about 44,000 liters; the Septuagint does not have this sentence."
NIV2011,11,7,27,"That is, about 6 feet long and wide and about 4 1/2 feet high or about 1.8 meters long and wide and 1.4 meters high"
NIV2011,11,7,31,"That is, about 18 inches or about 45 centimeters"
NIV2011,11,7,31,"That is, about 2 1/4 feet or about 68 centimeters; also in verse 32"
NIV2011,11,7,35,"That is, about 9 inches or about 23 centimeters"
NIV2011,11,7,38,"That is, about 240 gallons or about 880 liters"
NIV2011,11,7,40,"Many Hebrew manuscripts, Septuagint, Syriac and Vulgate (see also verse 45 and <a href='/NIV2011/14/4/11'>2 Chron. 4:11</a>); many other Hebrew manuscripts <em>basins</em>"
NIV2011,11,9,6,The Hebrew is plural.
